sensor_id,name,device_id,unit,irregular,cumulative,energy_type,source_type,protected,created_at
1274,1744,301,kWh,True,True,heating,,False,2026-03-16 22:08:01.583000
1275,425,301,kWh,True,True,heating,,False,2026-03-16 22:08:01.697000
1276,1181,301,kWh,True,True,heating,,False,2026-03-16 22:08:01.783000
1277,1174,301,kWh,True,True,heating,,False,2026-03-16 22:08:01.893000
1278,7913,301,kWh,True,True,heating,,False,2026-03-16 22:08:01.987000
1279,8246,301,kWh,True,True,cold,,False,2026-03-16 22:08:02.043000
1280,436,301,kWh,True,True,cold,,False,2026-03-16 22:08:02.090000
1281,1751 (alt),301,kWh,True,True,,,False,2026-03-16 22:08:02.187000
1282,542,301,kWh,True,True,cold,,False,2026-03-16 22:08:02.327000
1283,7883,301,kWh,True,True,heating,,False,2026-03-16 22:08:02.380000
1284,8258,301,kWh,True,True,electricity,,False,2026-03-16 22:08:02.437000
1285,8247,301,kWh,True,True,cold,,False,2026-03-16 22:08:02.487000
1286,1716,301,kWh,True,True,heating,,False,2026-03-16 22:08:02.543000
1287,7885,301,kWh,True,True,heating,,False,2026-03-16 22:08:02.610000
1288,1123,301,kWh,True,True,heating,,False,2026-03-16 22:08:02.653000
1289,7889,301,kWh,True,True,cold,,False,2026-03-16 22:08:02.717000
1290,426,301,kWh,True,True,heating,,False,2026-03-16 22:08:02.770000
1291,8168,301,kWh,True,True,electricity,,False,2026-03-16 22:08:02.833000
1292,8181,301,kWh,True,True,heating,,False,2026-03-16 22:08:02.877000
1293,8241,301,kWh,True,True,cold,,False,2026-03-16 22:08:02.937000
1294,1737,301,kWh,True,True,heating,,False,2026-03-16 22:08:02.990000
1295,7910,301,kWh,True,True,heating,,False,2026-03-16 22:08:03.043000
1296,875,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.103000
1297,8222,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.153000
1298,8250,301,m³,True,True,water,,False,2026-03-16 22:08:03.200000
1299,1490,301,kWh,True,True,heating,,False,2026-03-16 22:08:03.253000
1300,309,301,kWh,True,True,heating,,False,2026-03-16 22:08:03.317000
1301,440,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.393000
1302,8251,301,m³,True,True,water,,False,2026-03-16 22:08:03.453000
1303,1338,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.500000
1304,8237,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.560000
1305,7893,301,kWh,True,True,heating,,False,2026-03-16 22:08:03.603000
1306,8252,301,m³,True,True,water,,False,2026-03-16 22:08:03.667000
1307,7891,301,kWh,True,True,heating,,False,2026-03-16 22:08:03.717000
1308,2035,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.767000
1309,316,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.817000
1310,7887,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.863000
1311,553,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.907000
1312,441,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.940000
1313,1378,301,kWh,True,True,cold,,False,2026-03-16 22:08:03.987000
1314,1767,301,kWh,True,True,cold,,False,2026-03-16 22:08:04.023000
1315,7920,301,kWh,True,True,cold,,False,2026-03-16 22:08:04.073000
1316,8209,301,kWh,True,True,heating,,False,2026-03-16 22:08:04.110000
1317,1723,301,kWh,True,True,cold,,False,2026-03-16 22:08:04.147000
1318,424,301,kWh,True,True,heating,,False,2026-03-16 22:08:04.183000
1319,7898,301,kWh,True,True,cold,,False,2026-03-16 22:08:04.223000
1320,874,301,kWh,True,True,heating,,False,2026-03-16 22:08:04.260000
1321,2238,301,kWh,True,True,heating,,False,2026-03-16 22:08:04.327000
1322,8219,301,kWh,True,True,cold,,False,2026-03-16 22:08:09.097000
1323,8253,301,m³,True,True,water,,False,2026-03-16 22:08:09.140000
1324,8260,301,kWh,True,True,electricity,,False,2026-03-16 22:08:09.183000
1325,7919,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.227000
1326,8204,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.267000
1327,8166,301,kWh,True,True,electricity,,False,2026-03-16 22:08:09.310000
1328,8259,301,kWh,True,True,electricity,,False,2026-03-16 22:08:09.357000
1329,268,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.410000
1330,8264,301,kWh,True,True,electricity,,False,2026-03-16 22:08:09.457000
1331,8206,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.500000
1332,7900,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.543000
1333,1552,301,kWh,True,True,cold,,False,2026-03-16 22:08:09.590000
1334,8221,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.637000
1335,7899,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.710000
1336,438,301,kWh,True,True,cold,,False,2026-03-16 22:08:09.770000
1337,1545,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.813000
1338,3365,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.870000
1339,2034,301,kWh,True,True,heating,,False,2026-03-16 22:08:09.913000
1340,437,301,kWh,True,True,cold,,False,2026-03-16 22:08:09.960000
1341,8238,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.007000
1342,7886,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.050000
1343,373,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.093000
1344,270,301,kWh,True,True,heating,,False,2026-03-16 22:08:10.147000
1345,8262,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.200000
1346,8245,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.247000
1347,554,301,kWh,True,True,heating,,False,2026-03-16 22:08:10.290000
1348,7884,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.337000
1349,1371,301,kWh,True,True,heating,,False,2026-03-16 22:08:10.380000
1350,2507,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.427000
1351,8242,301,kWh,True,True,cold,,False,2026-03-16 22:08:10.470000
1352,429,301,kWh,True,True,heating,,False,2026-03-16 22:08:10.517000
1353,1567,301,kWh,True,True,heating,,False,2026-03-16 22:08:10.560000
1354,2957,301,kWh,True,True,heating,,False,2026-03-17 14:34:20.777000
1355,3123,301,kWh,True,True,heating,,False,2026-03-17 14:34:49.007000
1356,579,301,kWh,True,True,heating,,False,2026-03-17 14:35:02.107000
1357,823,301,kWh,True,True,electricity,,False,2026-03-17 14:35:34.663000
1358,3328,301,kWh,True,True,heating,,False,2026-03-17 14:41:42.190000
1359,3171,301,kWh,True,True,heating,,False,2026-03-17 14:44:08.347000
1360,3136,301,kWh,True,True,heating,,False,2026-03-17 14:45:58.760000
1361,3165,301,kWh,True,True,heating,,False,2026-03-17 14:47:21.507000
1362,824,301,kWh,True,True,electricity,,False,2026-03-17 14:49:34.313000
1363,2846,301,kWh,True,True,electricity,,False,2026-03-17 14:49:39.160000
1364,826,301,kWh,True,True,electricity,,False,2026-03-17 14:52:30.450000
1365,2809,301,kWh,True,True,electricity,,False,2026-03-17 14:56:48.930000
1366,3190,301,m³,True,True,water,,False,2026-03-17 14:59:11.513000
1367,2913,301,kWh,True,True,heating,,False,2026-03-17 15:03:39.890000
1368,2804,301,kWh,True,True,electricity,,False,2026-03-17 15:04:40.203000
1369,3057,301,kWh,True,True,electricity,,False,2026-03-17 15:08:05.030000
1370,2041,301,kWh,True,True,heating,,False,2026-03-17 15:08:33.447000
1371,3191,301,m³,True,True,water,,False,2026-03-17 15:08:52.243000
1372,825,301,kWh,True,True,electricity,,False,2026-03-17 15:11:31.850000
1373,2900,301,kWh,True,True,heating,,False,2026-03-17 15:13:19.330000
1374,3198,301,kWh,True,True,electricity,,False,2026-03-17 15:18:54.033000
1375,3325,301,kWh,True,True,heating,,False,2026-03-17 15:18:56.563000
1376,2979,301,kWh,True,True,,,False,2026-03-17 15:27:04.980000
1377,3199,301,kWh,True,True,electricity,,False,2026-03-17 15:30:08.153000
1378,3170,301,m³,True,True,water,,False,2026-03-17 15:31:36.467000
1379,3193,301,kWh,True,True,heating,,False,2026-03-17 15:35:11.250000
1380,3162,301,kWh,True,True,heating,,False,2026-03-17 15:35:56.393000
1381,3180,301,kWh,True,True,heating,,False,2026-03-17 15:41:55.250000
1382,2808,301,kWh,True,True,electricity,,False,2026-03-17 15:43:33.490000
1383,3166,301,m³,True,True,water,,False,2026-03-17 15:49:23.453000
1384,3066,301,kWh,True,True,electricity,,False,2026-03-17 15:51:15.113000
1385,3178,301,kWh,True,True,heating,,False,2026-03-17 16:06:07.770000
1386,2806,301,kWh,True,True,electricity,,False,2026-03-17 16:06:12.543000
1387,2807,301,kWh,True,True,electricity,,False,2026-03-17 16:13:21.257000
1388,3155,301,kWh,True,True,heating,,False,2026-03-17 16:17:27.547000
1389,3151,301,m³,True,True,water,,False,2026-03-17 16:19:27.580000
1390,3194,301,m³,True,True,water,,False,2026-03-17 16:22:24.550000
1391,3115,301,kWh,True,True,heating,,False,2026-03-17 17:05:50.293000
1392,3158,301,kWh,True,True,heating,,False,2026-03-17 17:17:59.700000
1393,3188,301,m³,True,True,water,,False,2026-03-17 17:36:00.613000
1394,3002,301,kWh,True,True,heating,,False,2026-03-17 18:27:00.127000
1395,3545,301,kWh,True,True,heating,,False,2026-03-17 18:28:12.470000
1396,66,301,kWh,True,True,electricity,,False,2026-03-17 18:36:22.133000
1397,3535,301,m³,True,True,water,,False,2026-03-17 18:48:19.133000
1398,3008,301,kWh,True,True,heating,,False,2026-03-17 18:58:43.100000
1399,3120,301,m³,True,True,water,,False,2026-03-17 19:01:32.743000
1400,3163,301,kWh,True,True,heating,,False,2026-03-17 19:15:13.043000
1401,3179,301,m³,True,True,water,,False,2026-03-17 19:19:14.857000
1402,3533,301,m³,True,True,water,,False,2026-03-17 19:32:28.477000
1403,3161,301,m³,True,True,water,,False,2026-03-17 19:35:41.927000
1404,2995,301,kWh,True,True,heating,,False,2026-03-17 19:36:35.653000
1405,3192,301,m³,True,True,water,,False,2026-03-17 19:53:18.050000
1406,2905,301,kWh,True,True,heating,,False,2026-03-17 20:22:25.680000
1407,3143,301,m³,True,True,water,,False,2026-03-17 20:47:03.697000
1408,3116,301,kWh,True,True,heating,,False,2026-03-17 21:00:27.647000
1409,3177,301,m³,True,True,water,,False,2026-03-17 21:16:24.063000
1410,3168,301,m³,True,True,water,,False,2026-03-17 21:21:39.677000
1411,3146,301,kWh,True,True,heating,,False,2026-03-18 00:40:32.840000
1412,3164,301,m³,True,True,water,,False,2026-03-18 02:02:31.877000
1413,3374,301,m³,True,True,water,,False,2026-03-18 05:48:50.660000
1414,3119,301,m³,True,True,water,,False,2026-03-18 23:10:52.453000
1415,3183,301,m³,True,True,water,,False,2026-03-18 23:34:44.637000
1416,3405,301,m³,True,True,water,,False,2026-03-19 00:39:56.713000
1471,3139,301,kWh,True,True,heating,,False,2026-03-24 06:07:18.917000
1481,3537,301,m³,True,True,water,,False,2026-03-25 17:49:03.660000
1482,3145,301,m³,True,True,water,,False,2026-03-28 21:49:26.553000
1520,841,301,m³,True,True,water,,False,2026-04-03 02:20:05.403000
1560,3125,301,m³,True,True,water,,False,2026-04-28 09:22:51.763000
1561,2,301,s,True,True,,,False,2026-05-05 08:45:03.290000
1562,3,301,h,True,False,,,False,2026-05-05 08:45:04.860000
1563,4,301,h,True,True,,,False,2026-05-05 08:45:05.163000
1564,5,301,s,True,False,,,False,2026-05-05 08:45:08.127000
1565,6,301,s,True,False,,,False,2026-05-05 08:45:08.297000
1566,7,301,n,True,False,,,False,2026-05-05 08:45:08.500000
1567,8,301,s,True,False,,,False,2026-05-05 08:45:08.693000
1568,9,301,s,True,False,,,False,2026-05-05 08:45:09.027000
1569,19,301,kWh,True,False,,,False,2026-05-05 08:45:09.237000
1570,20,301,kWh,True,False,,,False,2026-05-05 08:45:09.467000
1571,61,301,m³,True,True,water,,False,2026-05-05 08:45:09.657000
1572,124,301,kWh,True,True,electricity,,False,2026-05-05 08:45:09.880000
1573,169,301,kWh,True,True,electricity,,False,2026-05-05 08:45:10.123000
1574,170,301,kWh,True,True,electricity,,False,2026-05-05 08:45:12.130000
1575,171,301,kWh,True,True,electricity,,False,2026-05-05 08:45:12.283000
1576,172,301,kWh,True,True,electricity,,False,2026-05-05 08:45:12.480000
1577,173,301,kWh,True,True,electricity,,False,2026-05-05 08:45:12.663000
1578,174,301,kWh,True,True,electricity,,False,2026-05-05 08:45:12.840000
1579,175,301,kWh,True,True,electricity,,False,2026-05-05 08:45:13.030000
1580,176,301,kWh,True,True,electricity,,False,2026-05-05 08:45:13.283000
1581,181,301,kWh,True,True,electricity,,False,2026-05-05 08:45:13.367000
1582,182,301,kWh,True,False,electricity,,False,2026-05-05 08:45:13.863000
1583,183,301,kWh,True,True,electricity,,False,2026-05-05 08:45:13.933000
1584,185,301,kWh,True,True,electricity,,False,2026-05-05 08:45:14
1585,186,301,kWh,True,True,electricity,,False,2026-05-05 08:45:14.067000
1586,187,301,kWh,True,False,electricity,,False,2026-05-05 08:45:14.403000
1587,188,301,kWh,True,True,electricity,,False,2026-05-05 08:45:14.673000
1588,189,301,kWh,True,True,electricity,,False,2026-05-05 08:45:15.090000
1589,190,301,kWh,True,True,electricity,,False,2026-05-05 08:45:15.593000
1590,191,301,kWh,True,True,electricity,,False,2026-05-05 08:45:16.093000
1591,192,301,kWh,True,True,electricity,,False,2026-05-05 08:45:16.770000
1592,193,301,kWh,True,True,electricity,,False,2026-05-05 08:45:17.047000
1593,204,301,kWh,True,True,electricity,,False,2026-05-05 08:45:17.623000
1594,205,301,kWh,True,True,electricity,,False,2026-05-05 08:45:18.103000
1595,206,301,kWh,True,True,electricity,,False,2026-05-05 08:45:18.680000
1596,207,301,kWh,True,True,electricity,,False,2026-05-05 08:45:19.147000
1597,208,301,kWh,True,True,electricity,,False,2026-05-05 08:45:19.677000
1598,218,301,kWh,True,True,electricity,,False,2026-05-05 08:45:20.180000
1599,220,301,kWh,True,True,electricity,,False,2026-05-05 08:45:20.683000
1600,221,301,kWh,True,True,electricity,,False,2026-05-05 08:45:21.167000
1601,222,301,kWh,True,True,electricity,,False,2026-05-05 08:45:21.650000
1602,223,301,kWh,True,False,electricity,,False,2026-05-05 08:45:22.170000
1603,224,301,kWh,True,False,electricity,,False,2026-05-05 08:45:22.623000
1604,226,301,kWh,True,True,electricity,,False,2026-05-05 08:45:23.127000
1605,227,301,kWh,True,True,electricity,,False,2026-05-05 08:45:23.773000
1606,228,301,m³,True,True,water,,False,2026-05-05 08:45:24.120000
1607,230,301,m³,True,True,water,,False,2026-05-05 08:45:24.607000
1608,231,301,m³,True,True,water,,False,2026-05-05 08:45:25.257000
1609,232,301,kWh,True,False,,,False,2026-05-05 08:45:25.573000
1610,233,301,m³,True,True,water,,False,2026-05-05 08:45:26.093000
1611,234,301,m³,True,True,water,,False,2026-05-05 08:45:26.560000
1612,235,301,m³,True,False,water,,False,2026-05-05 08:45:27.047000
1613,236,301,m³,True,True,water,,False,2026-05-05 08:45:27.540000
1614,237,301,m³,True,True,water,,False,2026-05-05 08:45:28.027000
1615,238,301,m³,True,True,water,,False,2026-05-05 08:45:28.510000
1616,303,301,kW,True,False,heating,,False,2026-05-05 08:45:30.720000
1617,304,301,m³,True,True,heating,,False,2026-05-05 08:45:31.007000
1618,305,301,l/h,True,False,heating,,False,2026-05-05 08:45:31.477000
1619,306,301,°C,True,False,heating,,False,2026-05-05 08:45:31.980000
1620,307,301,°C,True,False,heating,,False,2026-05-05 08:45:32.500000
1621,308,301,Kelvin,True,False,heating,,False,2026-05-05 08:45:32.957000
1622,310,301,kW,True,False,heating,,False,2026-05-05 08:45:33.947000
1623,311,301,m³,True,True,heating,,False,2026-05-05 08:45:34.460000
1624,312,301,l/h,True,False,heating,,False,2026-05-05 08:45:34.943000
1625,313,301,°C,True,False,heating,,False,2026-05-05 08:45:35.450000
1626,314,301,°C,True,False,heating,,False,2026-05-05 08:45:35.960000
1627,315,301,Kelvin,True,False,heating,,False,2026-05-05 08:45:36.477000
1628,317,301,kW,True,False,cold,,False,2026-05-05 08:45:37.523000
1629,318,301,m³,True,True,cold,,False,2026-05-05 08:45:37.887000
1630,319,301,l/h,True,False,cold,,False,2026-05-05 08:45:38.407000
1631,320,301,°C,True,False,cold,,False,2026-05-05 08:45:38.877000
1632,321,301,°C,True,False,cold,,False,2026-05-05 08:45:39.377000
1633,322,301,Kelvin,True,False,cold,,False,2026-05-05 08:45:39.940000
1634,328,301,kWh,True,True,electricity,,False,2026-05-05 08:45:40.363000
1635,329,301,kWh,True,True,electricity,,False,2026-05-05 08:45:40.853000
1636,330,301,m³,True,True,water,,False,2026-05-05 08:45:41.340000
1637,331,301,m³,True,True,water,,False,2026-05-05 08:45:41.827000
1638,332,301,m³,True,True,water,,False,2026-05-05 08:45:42.357000
1639,333,301,m³,True,True,water,,False,2026-05-05 08:45:42.823000
1640,334,301,m³,True,False,water,,False,2026-05-05 08:45:43.330000
1641,335,301,m³,True,True,water,,False,2026-05-05 08:45:43.823000
1642,337,301,m³,True,True,water,,False,2026-05-05 08:45:44.297000
1643,339,301,m³,True,True,water,,False,2026-05-05 08:45:44.847000
1644,340,301,kWh,True,True,cold,,False,2026-05-05 08:45:45.317000
1645,342,301,m³,True,True,cold,,False,2026-05-05 08:45:45.843000
1646,343,301,l/h,True,False,cold,,False,2026-05-05 08:45:46.390000
1647,344,301,°C,True,False,cold,,False,2026-05-05 08:45:46.860000
1648,345,301,°C,True,False,cold,,False,2026-05-05 08:45:47.420000
1649,346,301,Kelvin,True,False,cold,,False,2026-05-05 08:45:47.937000
1650,347,301,kWh,True,True,heating,,False,2026-05-05 08:45:48.430000
1651,348,301,m³,True,False,heating,,False,2026-05-05 08:45:48.913000
1652,349,301,m³,True,True,heating,,False,2026-05-05 08:45:49.400000
1653,350,301,l/h,True,False,heating,,False,2026-05-05 08:45:49.870000
1654,351,301,°C,True,False,heating,,False,2026-05-05 08:45:50.377000
1655,352,301,°C,True,True,heating,,False,2026-05-05 08:45:50.883000
1656,353,301,Kelvin,True,False,heating,,False,2026-05-05 08:45:51.387000
1657,354,301,kWh,True,True,heating,,False,2026-05-05 08:45:51.870000
1658,355,301,m³,True,False,heating,,False,2026-05-05 08:45:52.353000
1659,356,301,m³,True,True,heating,,False,2026-05-05 08:45:52.850000
1660,357,301,l/h,True,False,heating,,False,2026-05-05 08:45:53.483000
1661,358,301,°C,True,False,heating,,False,2026-05-05 08:45:53.917000
1662,359,301,°C,True,False,heating,,False,2026-05-05 08:45:54.440000
1663,360,301,Kelvin,True,False,heating,,False,2026-05-05 08:45:54.903000
1664,361,301,kWh,True,False,cold,,False,2026-05-05 08:45:55.417000
1665,363,301,m³,True,False,cold,,False,2026-05-05 08:45:55.890000
1666,364,301,l/h,True,False,cold,,False,2026-05-05 08:45:56.417000
1667,365,301,°C,True,False,cold,,False,2026-05-05 08:45:56.923000
1668,366,301,°C,True,False,cold,,False,2026-05-05 08:45:57.420000
1669,367,301,Kelvin,True,False,cold,,False,2026-05-05 08:45:57.903000
1670,368,301,m³,True,True,water,,False,2026-05-05 08:45:58.383000
1671,369,301,m³,True,True,water,,False,2026-05-05 08:45:58.873000
1672,370,301,m³,True,True,water,,False,2026-05-05 08:45:59.370000
1673,371,301,kWh,True,True,electricity,,False,2026-05-05 08:45:59.863000
1674,372,301,kWh,True,True,electricity,,False,2026-05-05 08:46:00.387000
1675,374,301,kW,True,False,cold,,False,2026-05-05 08:46:01.367000
1676,375,301,m³,True,True,cold,,False,2026-05-05 08:46:01.910000
1677,376,301,l/h,True,False,cold,,False,2026-05-05 08:46:02.380000
1678,377,301,°C,True,False,cold,,False,2026-05-05 08:46:02.850000
1679,378,301,°C,True,False,cold,,False,2026-05-05 08:46:03.333000
1680,379,301,Kelvin,True,False,cold,,False,2026-05-05 08:46:03.800000
1681,380,301,kWh,True,True,electricity,,False,2026-05-05 08:46:04.283000
1682,381,301,kWh,True,True,electricity,,False,2026-05-05 08:46:04.793000
1683,382,301,kWh,True,True,electricity,,False,2026-05-05 08:46:05.303000
1684,383,301,kWh,True,True,electricity,,False,2026-05-05 08:46:05.790000
1685,384,301,kWh,True,True,electricity,,False,2026-05-05 08:46:06.257000
1686,385,301,kWh,True,True,electricity,,False,2026-05-05 08:46:06.810000
1687,386,301,kWh,True,True,electricity,,False,2026-05-05 08:46:07.283000
1688,387,301,kWh,True,True,electricity,,False,2026-05-05 08:46:07.920000
1689,388,301,kWh,True,True,electricity,,False,2026-05-05 08:46:08.277000
1690,389,301,kWh,True,True,electricity,,False,2026-05-05 08:46:08.790000
1691,390,301,kWh,True,True,electricity,,False,2026-05-05 08:46:09.287000
1692,391,301,kWh,True,True,electricity,,False,2026-05-05 08:46:09.817000
1693,392,301,kWh,True,True,electricity,,False,2026-05-05 08:46:10.397000
1694,393,301,kWh,True,True,electricity,,False,2026-05-05 08:46:10.890000
1695,394,301,kWh,True,True,electricity,,False,2026-05-05 08:46:11.280000
1696,395,301,kWh,True,True,electricity,,False,2026-05-05 08:46:11.780000
1697,396,301,kWh,True,True,electricity,,False,2026-05-05 08:46:12.260000
1698,397,301,kWh,True,False,electricity,,False,2026-05-05 08:46:12.810000
1699,398,301,kWh,True,True,electricity,,False,2026-05-05 08:46:13.253000
1700,401,301,kWh,True,True,electricity,,False,2026-05-05 08:46:13.727000
1701,402,301,kWh,True,True,electricity,,False,2026-05-05 08:46:14.240000
1702,403,301,kWh,True,True,electricity,,False,2026-05-05 08:46:14.720000
1703,404,301,kWh,True,True,electricity,,False,2026-05-05 08:46:15.213000
1704,405,301,kW,True,False,heating,,False,2026-05-05 08:46:15.710000
1705,406,301,m³,True,True,heating,,False,2026-05-05 08:46:16.197000
1706,408,301,°C,True,False,heating,,False,2026-05-05 08:46:16.703000
1707,409,301,°C,True,False,heating,,False,2026-05-05 08:46:17.297000
1708,410,301,Kelvin,True,False,heating,,False,2026-05-05 08:46:17.717000
1709,411,301,kWh,True,True,electricity,,False,2026-05-05 08:46:18.220000
1710,414,301,m³,True,False,water,,False,2026-05-05 08:46:18.703000
1711,415,301,m³,True,True,water,,False,2026-05-05 08:46:19.210000
1712,416,301,m³,True,True,water,,False,2026-05-05 08:46:19.673000
1713,417,301,kWh,True,False,gas,,False,2026-05-05 08:46:20.170000
1714,418,301,kWh,True,True,heating,,False,2026-05-05 08:46:20.680000
1715,419,301,kWh,True,False,heating,,False,2026-05-05 08:46:21.153000
1716,427,301,kWh,True,False,heating,,False,2026-05-05 08:46:25.437000
1717,428,301,kWh,True,True,heating,,False,2026-05-05 08:46:25.707000
1718,432,301,kWh,True,True,heating,,False,2026-05-05 08:46:27.057000
1719,433,301,kWh,True,False,heating,,False,2026-05-05 08:46:27.600000
1720,434,301,kWh,True,True,cold,,False,2026-05-05 08:46:28.073000
1721,435,301,kWh,True,True,cold,,False,2026-05-05 08:46:28.590000
1722,439,301,kWh,True,False,electricity,,False,2026-05-05 08:46:30.530000
1723,443,301,kWh,True,True,cold,,False,2026-05-05 08:46:32.190000
1724,445,301,kWh,True,True,electricity,,False,2026-05-05 08:46:32.933000
1725,446,301,kWh,True,True,electricity,,False,2026-05-05 08:46:33.460000
1726,447,301,m³,True,True,water,,False,2026-05-05 08:46:33.930000
1727,449,301,m³,True,True,water,,False,2026-05-05 08:46:34.480000
1728,450,301,m³,True,True,water,,False,2026-05-05 08:46:35
1729,451,301,m³,True,False,water,,False,2026-05-05 08:46:35.447000
1730,452,301,m³,True,False,water,,False,2026-05-05 08:46:35.987000
1731,453,301,m³,True,True,water,,False,2026-05-05 08:46:36.447000
1732,454,301,m³,True,True,water,,False,2026-05-05 08:46:36.940000
1733,455,301,m³,True,True,water,,False,2026-05-05 08:46:37.463000
1734,456,301,m³,True,False,water,,False,2026-05-05 08:46:37.970000
1735,457,301,m³,True,False,water,,False,2026-05-05 08:46:38.480000
1736,458,301,m³,True,False,water,,False,2026-05-05 08:46:38.947000
1737,459,301,m³,True,False,water,,False,2026-05-05 08:46:39.457000
1738,460,301,m³,True,True,water,,False,2026-05-05 08:46:40.040000
1739,461,301,kW,True,True,water,,False,2026-05-05 08:46:40.447000
1740,462,301,m³,True,False,water,,False,2026-05-05 08:46:40.920000
1741,463,301,kWh,True,True,electricity,,False,2026-05-05 08:46:41.430000
1742,464,301,kWh,True,False,electricity,,False,2026-05-05 08:46:41.930000
1743,465,301,kWh,True,True,electricity,,False,2026-05-05 08:46:42.650000
1744,466,301,kWh,True,True,electricity,,False,2026-05-05 08:46:42.907000
1745,467,301,kWh,True,True,electricity,,False,2026-05-05 08:46:43.383000
