sensor_id,source,external_id,external_key,label,source_import_id,created_at,updated_at
1342,ukhd,7886,4796_K_INF_6243_7886 eon,"4796 K-DKFZ Tesla 7, Geb.6243 eon",15,2026-06-08 19:57:43.687000,2026-06-22 15:20:25.693000
1343,ukhd,373,2951_K_6350_373 z,"2951 K-Einkauf OMZ, Geb.6350 z",15,2026-06-08 19:57:43.177000,2026-06-22 15:20:25.693000
1344,ukhd,270,1218_HW_6131_270 z,"1218 HW-Heizung, Geb.6131 z",15,2026-06-08 19:57:43.163000,2026-06-22 15:20:25.693000
1345,ukhd,8262,9097_KWKK_6530_8262 eon,9097_KWKK_6530_KäZ-2 Kälte_8262 eon,15,2026-06-08 19:57:43.730000,2026-06-22 15:20:25.693000
1346,ukhd,8245,9080_KWKK_6530_8245 eon,"9080_KWKK_6530_KäZ-2, Npp.1_8245 eon",15,2026-06-08 19:57:43.717000,2026-06-22 15:20:25.693000
1347,ukhd,554,3131_Uni_6225HW1_554 z,3131_Uni_6225HW1.0.0 z,15,2026-06-08 19:57:43.200000,2026-06-22 15:20:25.693000
1348,ukhd,7884,4794_K_INF_6280_7884 eon,4794 K-DKFZ Hochhaus Geb.6280 eon,15,2026-06-08 19:57:43.687000,2026-06-22 15:20:25.693000
1349,ukhd,1371,1094_HW_6400_1371 z,"1094 HW- Zwischen-Medium, Geb.6400 z",15,2026-06-08 19:57:43.260000,2026-06-22 15:20:25.693000
1350,ukhd,2507,4538_K_6420_2507 z,"4538 K-Neue Chirurgie NBCH, 6420 z",15,2026-06-08 19:57:43.460000,2026-06-22 15:20:25.693000
1351,ukhd,8242,9077_KWKK_6530_8242 eon,9077_KWKK_6530_Turbo 7_8242 eon,15,2026-06-08 19:57:43.717000,2026-06-22 15:20:25.693000
1352,ukhd,429,1076_Uni_6282HW1_429 z,1076_Uni_Ãœbergabe z,15,2026-06-08 19:57:43.183000,2026-06-22 15:20:25.693000
1353,ukhd,1567,2604_HW_6110_1567 z,2604 HW-für Heizung Chirurgie z,15,2026-06-08 19:57:43.277000,2026-06-22 15:20:25.693000
1354,ukhd,2957,1231_HW_4060_2957 SW lz,"1231 HW-Betriebsgeb.,Geb.4060 SW lz",15,2026-06-08 19:57:43.523000,2026-06-22 15:20:25.693000
1355,ukhd,3123,1895_HW_1040_3123 SW lz,"1895 HW-PraktischesTheolog.Seminar, Geb.1040 SW lz",15,2026-06-08 19:57:43.537000,2026-06-22 15:20:25.693000
1356,ukhd,579,1807_Uni_2100HWW1_579 z,"1807 HW-Seminargebäude, Geb.2100+2101 z",15,2026-06-08 19:57:43.200000,2026-06-22 15:20:25.693000
1357,ukhd,823,557_EL_2205_823 SW lz,"557 EL-Phil.Hist.Dek.,Geb2205/Hauptstr 120 SW lz",15,2026-06-08 19:57:43.217000,2026-06-22 15:20:25.693000
1358,ukhd,3328,2634_HW_1080_3328 SW lz,"2634 HW-IWH, Geb.1080 SW lz",15,2026-06-08 19:57:43.597000,2026-06-22 15:20:25.693000
1359,ukhd,3171,1951_HW_3051_3171 SW lz,"1951 HW-Dolmetscher Institut, Geb.3051 SW lz",15,2026-06-08 19:57:43.557000,2026-06-22 15:20:25.693000
1360,ukhd,3136,1915_HW_2130_3136 SW lz,"1915 HW-Universitatsbibliothek, Geb.2130 SW lz",15,2026-06-08 19:57:43.540000,2026-06-22 15:20:25.693000
1361,ukhd,3165,1945_HW_3020_3165 SW lz,"1945 HW-Psychologisches Seminar, Geb.3020 SW lz",15,2026-06-08 19:57:43.553000,2026-06-22 15:20:25.693000
1362,ukhd,824,558_EL_2206_824 SW lz,"558 EL-Fak.Sozial u.Verhaltwissensch,2206 SW lz",15,2026-06-08 19:57:43.217000,2026-06-22 15:20:25.693000
1363,ukhd,2846,839_EL_3131_2846 SW lz,839 EL-NS Zentrum f.Studienberatung Geb.3131 SW lz,15,2026-06-08 19:57:43.493000,2026-06-22 15:20:25.693000
1364,ukhd,826,636_EL_5090_826 SW lz,"636 EL-ISSW/Bootshaus, Geb.5090 SW lz",15,2026-06-08 19:57:43.217000,2026-06-22 15:20:25.693000
1365,ukhd,2809,638_EL_8140_2809 SW lz,"638 EL-Internat. Studienzentrum, Geb.8140 SW lz",15,2026-06-08 19:57:43.477000,2026-06-22 15:20:25.693000
1366,ukhd,3190,1978_TW_8050_3190 SW lz,"1978 TW-Inst.f.TheoretischePhysik, Geb.8050 SW lz",15,2026-06-08 19:57:43.570000,2026-06-22 15:20:25.693000
1367,ukhd,2913,1067_HW_4420_2913 SW lz,"1067 HW-Heiz. Rechtsmedizin, Geb. 4420 SW lz",15,2026-06-08 19:57:43.497000,2026-06-22 15:20:25.693000
1368,ukhd,2804,625_EL_1050_2804 SW lz,"625 EL-NS Wiss.-Theolog.Sem., Geb.1050 SW lz",15,2026-06-08 19:57:43.477000,2026-06-22 15:20:25.693000
1369,ukhd,3057,1652_EL_3131_3057 SW lz,1652 EL-NS Uni-Anmietung Dachgeschoss SW lz,15,2026-06-08 19:57:43.527000,2026-06-22 15:20:25.693000
1370,ukhd,2041,4753_HW_4211_2041 SW lz,"4753 HW-Statische Heizung, Geb.4211 SW lz",15,2026-06-08 19:57:43.297000,2026-06-22 15:20:25.693000
1371,ukhd,3191,1979_TW_8080_3191 SW lz,"1979 TW-Inst.f.TheoretischePhysik, Geb.8080 SW lz",15,2026-06-08 19:57:43.570000,2026-06-22 15:20:25.693000
1372,ukhd,825,559_EL_2205_825 SW lz,559 EL-PhilHistDek+ander Geb2205  SW lz,15,2026-06-08 19:57:43.217000,2026-06-22 15:20:25.693000
1373,ukhd,2900,1014_HW_4020_2900 SW lz,"1014 HW-Rechtsmedizin, Sektionsgeb., 4020 SW lz",15,2026-06-08 19:57:43.497000,2026-06-22 15:20:25.693000
1374,ukhd,3198,2296_EL_2805_3198 SW lz,2296 EL-NS Astro.Nord-Inst.2805 Allg KÃ¶nig.11 SW lz,15,2026-06-08 19:57:43.570000,2026-06-22 15:20:25.693000
1375,ukhd,3325,2629_HW_7050_3325 SW lz,"2629 HW-Geogr. Inst., Geb 7050 SW lz",15,2026-06-08 19:57:43.597000,2026-06-22 15:20:25.693000
1377,ukhd,3199,2298_EL_2101_3199 SW lz,2298 EL-NS Sandgasse 1 (NS-Einkauf) SW lz,15,2026-06-08 19:57:43.570000,2026-06-22 15:20:25.693000
1378,ukhd,3170,1950_TW_3040_3170 SW lz,"1950 TW-Erziehungswiss. Seminar, Geb.3040 SW lz",15,2026-06-08 19:57:43.557000,2026-06-22 15:20:25.693000
1379,ukhd,3193,1986_HW_1060_3193 SW lz,"1986 HW-Oekumenisches Institut, Geb.1060 SW lz",15,2026-06-08 19:57:43.570000,2026-06-22 15:20:25.693000
1380,ukhd,3162,1942_HW_3010_3162 SW lz,"1942 HW-Psychologisches Institut, Geb.3010 SW lz",15,2026-06-08 19:57:43.553000,2026-06-22 15:20:25.693000
1381,ukhd,3180,1962_HW_3090_3180 SW lz,"1962 HW-Juristisches Seminar, Geb.3090 SW lz",15,2026-06-08 19:57:43.570000,2026-06-22 15:20:25.693000
1382,ukhd,2808,637_EL_2250_2808 SW lz,"637 EL-NS Repraes.Raeume, Geb.1000 (extern) SW lz",15,2026-06-08 19:57:43.477000,2026-06-22 15:20:25.693000
1383,ukhd,3166,1946_TW_3020_3166 SW lz,"1946 TW-Psychologisches Seminar, Geb.3020 SW lz",15,2026-06-08 19:57:43.557000,2026-06-22 15:20:25.693000
1384,ukhd,3066,1682_EL-HT_3094_3066 SW lz,1682 EL-HT-NS Villa Manesse SW lz,15,2026-06-08 19:57:43.527000,2026-06-22 15:20:25.693000
1385,ukhd,3178,1960_HW_3080_3178 SW lz,"1960 HW-Inst.f.Rechtswissenschaften, Geb.3080 SW lz",15,2026-06-08 19:57:43.557000,2026-06-22 15:20:25.693000
1386,ukhd,2806,627_EL_1073_2806 SW lz,"627 EL-NS Dek.Theolog.Fak., Geb.1073 SW lz",15,2026-06-08 19:57:43.477000,2026-06-22 15:20:25.693000
1387,ukhd,2807,629_EL_1080_2807 SW lz,"629 EL-IWH, Geb.1080 (Hauptstr.242) SW lz",15,2026-06-08 19:57:43.477000,2026-06-22 15:20:25.693000
1388,ukhd,3155,1935_HW_2210_3155 SW lz,"1935 HW-Romanistisches Seminar, Geb.2210 SW lz",15,2026-06-08 19:57:43.540000,2026-06-22 15:20:25.693000
1389,ukhd,3151,1931_TW_2205_3151 SW lz,"1931 TW-Hauptstr. 120, Geb.2205 SW lz",15,2026-06-08 19:57:43.540000,2026-06-22 15:20:25.693000
1390,ukhd,3194,1989_TW_1060_3194 SW lz,"1989 TW-Oekumenisches Institut, Geb.1060 SW lz",15,2026-06-08 19:57:43.570000,2026-06-22 15:20:25.693000
1391,ukhd,3115,1882_HW_2170_3115 SW lz,"1882 HW-HÃ¶rsaalgeb.,NeueAula, Geb.2170 SW lz",15,2026-06-08 19:57:43.530000,2026-06-22 15:20:25.693000
1392,ukhd,3158,1937_HW_2220_3158 SW lz,"1937 HW-Anglistisches Seminar, Geb.2220 SW lz",15,2026-06-08 19:57:43.553000,2026-06-22 15:20:25.693000
