sensor_id,name,device_id,unit,irregular,cumulative,energy_type,source_type,protected
sensor_0131,Electricity meter 131,device_0001,kWh,True,True,electricity,,False
sensor_0132,Electricity meter 132,device_0001,kWh,True,True,electricity,,False
sensor_0133,Electricity meter 133,device_0001,kWh,True,True,electricity,,False
sensor_0134,Electricity meter 134,device_0001,kWh,True,True,electricity,,False
sensor_0135,Water meter 135,device_0001,m³,True,True,water,,False
sensor_0136,Heating meter 136,device_0001,kWh,True,True,heating,,False
sensor_0137,Electricity meter 137,device_0001,kWh,True,True,electricity,,False
sensor_0138,Electricity meter 138,device_0001,kWh,True,True,electricity,,False
sensor_0139,Heating meter 139,device_0001,kWh,True,True,heating,,False
sensor_0140,Water meter 140,device_0001,m³,True,True,water,,False
sensor_0141,Electricity meter 141,device_0001,kWh,True,True,electricity,,False
sensor_0142,Heating meter 142,device_0001,kWh,True,True,heating,,False
sensor_0143,Electricity meter 143,device_0001,kWh,True,True,electricity,,False
sensor_0144,Heating meter 144,device_0001,kWh,True,True,heating,,False
sensor_0145,Utility meter 145,device_0001,kWh,True,True,,,False
sensor_0146,Electricity meter 146,device_0001,kWh,True,True,electricity,,False
sensor_0147,Water meter 147,device_0001,m³,True,True,water,,False
sensor_0148,Heating meter 148,device_0001,kWh,True,True,heating,,False
sensor_0149,Heating meter 149,device_0001,kWh,True,True,heating,,False
sensor_0150,Heating meter 150,device_0001,kWh,True,True,heating,,False
sensor_0151,Electricity meter 151,device_0001,kWh,True,True,electricity,,False
sensor_0152,Water meter 152,device_0001,m³,True,True,water,,False
sensor_0153,Electricity meter 153,device_0001,kWh,True,True,electricity,,False
sensor_0154,Heating meter 154,device_0001,kWh,True,True,heating,,False
sensor_0155,Electricity meter 155,device_0001,kWh,True,True,electricity,,False
sensor_0156,Electricity meter 156,device_0001,kWh,True,True,electricity,,False
sensor_0157,Heating meter 157,device_0001,kWh,True,True,heating,,False
sensor_0158,Water meter 158,device_0001,m³,True,True,water,,False
sensor_0159,Water meter 159,device_0001,m³,True,True,water,,False
sensor_0160,Heating meter 160,device_0001,kWh,True,True,heating,,False
sensor_0161,Heating meter 161,device_0001,kWh,True,True,heating,,False
sensor_0162,Water meter 162,device_0001,m³,True,True,water,,False
sensor_0163,Heating meter 163,device_0001,kWh,True,True,heating,,False
sensor_0164,Heating meter 164,device_0001,kWh,True,True,heating,,False
sensor_0165,Electricity meter 165,device_0001,kWh,True,True,electricity,,False
sensor_0166,Water meter 166,device_0001,m³,True,True,water,,False
sensor_0167,Heating meter 167,device_0001,kWh,True,True,heating,,False
sensor_0168,Water meter 168,device_0001,m³,True,True,water,,False
sensor_0169,Heating meter 169,device_0001,kWh,True,True,heating,,False
sensor_0170,Water meter 170,device_0001,m³,True,True,water,,False
sensor_0171,Water meter 171,device_0001,m³,True,True,water,,False
sensor_0172,Water meter 172,device_0001,m³,True,True,water,,False
sensor_0173,Heating meter 173,device_0001,kWh,True,True,heating,,False
sensor_0174,Water meter 174,device_0001,m³,True,True,water,,False
sensor_0175,Heating meter 175,device_0001,kWh,True,True,heating,,False
sensor_0176,Water meter 176,device_0001,m³,True,True,water,,False
sensor_0177,Heating meter 177,device_0001,kWh,True,True,heating,,False
sensor_0178,Water meter 178,device_0001,m³,True,True,water,,False
sensor_0179,Water meter 179,device_0001,m³,True,True,water,,False
sensor_0180,Heating meter 180,device_0001,kWh,True,True,heating,,False
sensor_0181,Water meter 181,device_0001,m³,True,True,water,,False
sensor_0182,Water meter 182,device_0001,m³,True,True,water,,False
sensor_0183,Water meter 183,device_0001,m³,True,True,water,,False
sensor_0184,Water meter 184,device_0001,m³,True,True,water,,False
sensor_0185,Water meter 185,device_0001,m³,True,True,water,,False
sensor_0186,Heating meter 186,device_0001,kWh,True,True,heating,,False
sensor_0187,Water meter 187,device_0001,m³,True,True,water,,False
sensor_0188,Water meter 188,device_0001,m³,True,True,water,,False
sensor_0189,Water meter 189,device_0001,m³,True,True,water,,False
sensor_0190,Water meter 190,device_0001,m³,True,True,water,,False
sensor_0191,Utility meter 191,device_0001,s,True,True,,,False
sensor_0192,Utility meter 192,device_0001,h,True,False,,,False
sensor_0193,Utility meter 193,device_0001,h,True,True,,,False
sensor_0194,Utility meter 194,device_0001,s,True,False,,,False
sensor_0195,Utility meter 195,device_0001,s,True,False,,,False
sensor_0196,Utility meter 196,device_0001,n,True,False,,,False
sensor_0197,Utility meter 197,device_0001,s,True,False,,,False
sensor_0198,Utility meter 198,device_0001,s,True,False,,,False
sensor_0199,Utility meter 199,device_0001,kWh,True,False,,,False
sensor_0200,Utility meter 200,device_0001,kWh,True,False,,,False
sensor_0201,Water meter 201,device_0001,m³,True,True,water,,False
sensor_0202,Electricity meter 202,device_0001,kWh,True,True,electricity,,False
sensor_0203,Electricity meter 203,device_0001,kWh,True,True,electricity,,False
sensor_0204,Electricity meter 204,device_0001,kWh,True,True,electricity,,False
sensor_0205,Electricity meter 205,device_0001,kWh,True,True,electricity,,False
sensor_0206,Electricity meter 206,device_0001,kWh,True,True,electricity,,False
sensor_0207,Electricity meter 207,device_0001,kWh,True,True,electricity,,False
sensor_0208,Electricity meter 208,device_0001,kWh,True,True,electricity,,False
sensor_0209,Electricity meter 209,device_0001,kWh,True,True,electricity,,False
sensor_0210,Electricity meter 210,device_0001,kWh,True,True,electricity,,False
sensor_0211,Electricity meter 211,device_0001,kWh,True,True,electricity,,False
sensor_0212,Electricity meter 212,device_0001,kWh,True,False,electricity,,False
sensor_0213,Electricity meter 213,device_0001,kWh,True,True,electricity,,False
sensor_0214,Electricity meter 214,device_0001,kWh,True,True,electricity,,False
sensor_0215,Electricity meter 215,device_0001,kWh,True,True,electricity,,False
sensor_0216,Electricity meter 216,device_0001,kWh,True,False,electricity,,False
sensor_0217,Electricity meter 217,device_0001,kWh,True,True,electricity,,False
sensor_0218,Electricity meter 218,device_0001,kWh,True,True,electricity,,False
sensor_0219,Electricity meter 219,device_0001,kWh,True,True,electricity,,False
sensor_0220,Electricity meter 220,device_0001,kWh,True,True,electricity,,False
sensor_0221,Electricity meter 221,device_0001,kWh,True,True,electricity,,False
sensor_0222,Electricity meter 222,device_0001,kWh,True,True,electricity,,False
sensor_0223,Electricity meter 223,device_0001,kWh,True,True,electricity,,False
sensor_0224,Electricity meter 224,device_0001,kWh,True,True,electricity,,False
sensor_0225,Electricity meter 225,device_0001,kWh,True,True,electricity,,False
sensor_0226,Electricity meter 226,device_0001,kWh,True,True,electricity,,False
sensor_0227,Electricity meter 227,device_0001,kWh,True,True,electricity,,False
sensor_0228,Electricity meter 228,device_0001,kWh,True,True,electricity,,False
sensor_0229,Electricity meter 229,device_0001,kWh,True,True,electricity,,False
sensor_0230,Electricity meter 230,device_0001,kWh,True,True,electricity,,False
sensor_0231,Electricity meter 231,device_0001,kWh,True,True,electricity,,False
sensor_0232,Electricity meter 232,device_0001,kWh,True,False,electricity,,False
sensor_0233,Electricity meter 233,device_0001,kWh,True,False,electricity,,False
sensor_0234,Electricity meter 234,device_0001,kWh,True,True,electricity,,False
sensor_0235,Electricity meter 235,device_0001,kWh,True,True,electricity,,False
sensor_0236,Water meter 236,device_0001,m³,True,True,water,,False
sensor_0237,Water meter 237,device_0001,m³,True,True,water,,False
sensor_0238,Water meter 238,device_0001,m³,True,True,water,,False
sensor_0239,Utility meter 239,device_0001,kWh,True,False,,,False
sensor_0240,Water meter 240,device_0001,m³,True,True,water,,False
sensor_0241,Water meter 241,device_0001,m³,True,True,water,,False
sensor_0242,Water meter 242,device_0001,m³,True,False,water,,False
sensor_0243,Water meter 243,device_0001,m³,True,True,water,,False
sensor_0244,Water meter 244,device_0001,m³,True,True,water,,False
sensor_0245,Water meter 245,device_0001,m³,True,True,water,,False
sensor_0246,Heating meter 246,device_0001,kW,True,False,heating,,False
sensor_0247,Heating meter 247,device_0001,m³,True,True,heating,,False
sensor_0248,Heating meter 248,device_0001,l/h,True,False,heating,,False
sensor_0249,Heating meter 249,device_0001,°C,True,False,heating,,False
sensor_0250,Heating meter 250,device_0001,°C,True,False,heating,,False
sensor_0251,Heating meter 251,device_0001,Kelvin,True,False,heating,,False
sensor_0252,Heating meter 252,device_0001,kW,True,False,heating,,False
sensor_0253,Heating meter 253,device_0001,m³,True,True,heating,,False
sensor_0254,Heating meter 254,device_0001,l/h,True,False,heating,,False
sensor_0255,Heating meter 255,device_0001,°C,True,False,heating,,False
sensor_0256,Heating meter 256,device_0001,°C,True,False,heating,,False
sensor_0257,Heating meter 257,device_0001,Kelvin,True,False,heating,,False
sensor_0258,Chilled water meter 258,device_0001,kW,True,False,cold,,False
sensor_0259,Chilled water meter 259,device_0001,m³,True,True,cold,,False
sensor_0260,Chilled water meter 260,device_0001,l/h,True,False,cold,,False
sensor_0261,Chilled water meter 261,device_0001,°C,True,False,cold,,False
sensor_0262,Chilled water meter 262,device_0001,°C,True,False,cold,,False
sensor_0263,Chilled water meter 263,device_0001,Kelvin,True,False,cold,,False
sensor_0264,Electricity meter 264,device_0001,kWh,True,True,electricity,,False
sensor_0265,Electricity meter 265,device_0001,kWh,True,True,electricity,,False
sensor_0266,Water meter 266,device_0001,m³,True,True,water,,False
sensor_0267,Water meter 267,device_0001,m³,True,True,water,,False
sensor_0268,Water meter 268,device_0001,m³,True,True,water,,False
sensor_0269,Water meter 269,device_0001,m³,True,True,water,,False
sensor_0270,Water meter 270,device_0001,m³,True,False,water,,False
sensor_0271,Water meter 271,device_0001,m³,True,True,water,,False
sensor_0272,Water meter 272,device_0001,m³,True,True,water,,False
sensor_0273,Water meter 273,device_0001,m³,True,True,water,,False
sensor_0274,Chilled water meter 274,device_0001,kWh,True,True,cold,,False
sensor_0275,Chilled water meter 275,device_0001,m³,True,True,cold,,False
sensor_0276,Chilled water meter 276,device_0001,l/h,True,False,cold,,False
sensor_0277,Chilled water meter 277,device_0001,°C,True,False,cold,,False
sensor_0278,Chilled water meter 278,device_0001,°C,True,False,cold,,False
sensor_0279,Chilled water meter 279,device_0001,Kelvin,True,False,cold,,False
sensor_0280,Heating meter 280,device_0001,kWh,True,True,heating,,False
sensor_0281,Heating meter 281,device_0001,m³,True,False,heating,,False
sensor_0282,Heating meter 282,device_0001,m³,True,True,heating,,False
sensor_0283,Heating meter 283,device_0001,l/h,True,False,heating,,False
sensor_0284,Heating meter 284,device_0001,°C,True,False,heating,,False
sensor_0285,Heating meter 285,device_0001,°C,True,True,heating,,False
sensor_0286,Heating meter 286,device_0001,Kelvin,True,False,heating,,False
sensor_0287,Heating meter 287,device_0001,kWh,True,True,heating,,False
sensor_0288,Heating meter 288,device_0001,m³,True,False,heating,,False
sensor_0289,Heating meter 289,device_0001,m³,True,True,heating,,False
sensor_0290,Heating meter 290,device_0001,l/h,True,False,heating,,False
sensor_0291,Heating meter 291,device_0001,°C,True,False,heating,,False
sensor_0292,Heating meter 292,device_0001,°C,True,False,heating,,False
sensor_0293,Heating meter 293,device_0001,Kelvin,True,False,heating,,False
sensor_0294,Chilled water meter 294,device_0001,kWh,True,False,cold,,False
sensor_0295,Chilled water meter 295,device_0001,m³,True,False,cold,,False
sensor_0296,Chilled water meter 296,device_0001,l/h,True,False,cold,,False
sensor_0297,Chilled water meter 297,device_0001,°C,True,False,cold,,False
sensor_0298,Chilled water meter 298,device_0001,°C,True,False,cold,,False
sensor_0299,Chilled water meter 299,device_0001,Kelvin,True,False,cold,,False
sensor_0300,Water meter 300,device_0001,m³,True,True,water,,False
sensor_0301,Water meter 301,device_0001,m³,True,True,water,,False
sensor_0302,Water meter 302,device_0001,m³,True,True,water,,False
sensor_0303,Electricity meter 303,device_0001,kWh,True,True,electricity,,False
sensor_0304,Electricity meter 304,device_0001,kWh,True,True,electricity,,False
sensor_0305,Chilled water meter 305,device_0001,kW,True,False,cold,,False
sensor_0306,Chilled water meter 306,device_0001,m³,True,True,cold,,False
sensor_0307,Chilled water meter 307,device_0001,l/h,True,False,cold,,False
sensor_0308,Chilled water meter 308,device_0001,°C,True,False,cold,,False
sensor_0309,Chilled water meter 309,device_0001,°C,True,False,cold,,False
sensor_0310,Chilled water meter 310,device_0001,Kelvin,True,False,cold,,False
sensor_0311,Electricity meter 311,device_0001,kWh,True,True,electricity,,False
sensor_0312,Electricity meter 312,device_0001,kWh,True,True,electricity,,False
sensor_0313,Electricity meter 313,device_0001,kWh,True,True,electricity,,False
sensor_0314,Electricity meter 314,device_0001,kWh,True,True,electricity,,False
sensor_0315,Electricity meter 315,device_0001,kWh,True,True,electricity,,False
sensor_0316,Electricity meter 316,device_0001,kWh,True,True,electricity,,False
sensor_0317,Electricity meter 317,device_0001,kWh,True,True,electricity,,False
sensor_0318,Electricity meter 318,device_0001,kWh,True,True,electricity,,False
sensor_0319,Electricity meter 319,device_0001,kWh,True,True,electricity,,False
sensor_0320,Electricity meter 320,device_0001,kWh,True,True,electricity,,False
sensor_0321,Electricity meter 321,device_0001,kWh,True,True,electricity,,False
sensor_0322,Electricity meter 322,device_0001,kWh,True,True,electricity,,False
sensor_0323,Electricity meter 323,device_0001,kWh,True,True,electricity,,False
sensor_0324,Electricity meter 324,device_0001,kWh,True,True,electricity,,False
sensor_0325,Electricity meter 325,device_0001,kWh,True,True,electricity,,False
sensor_0326,Electricity meter 326,device_0001,kWh,True,True,electricity,,False
sensor_0327,Electricity meter 327,device_0001,kWh,True,True,electricity,,False
sensor_0328,Electricity meter 328,device_0001,kWh,True,False,electricity,,False
sensor_0329,Electricity meter 329,device_0001,kWh,True,True,electricity,,False
sensor_0330,Electricity meter 330,device_0001,kWh,True,True,electricity,,False
sensor_0331,Electricity meter 331,device_0001,kWh,True,True,electricity,,False
sensor_0332,Electricity meter 332,device_0001,kWh,True,True,electricity,,False
sensor_0333,Electricity meter 333,device_0001,kWh,True,True,electricity,,False
sensor_0334,Heating meter 334,device_0001,kW,True,False,heating,,False
sensor_0335,Heating meter 335,device_0001,m³,True,True,heating,,False
sensor_0336,Heating meter 336,device_0001,°C,True,False,heating,,False
sensor_0337,Heating meter 337,device_0001,°C,True,False,heating,,False
sensor_0338,Heating meter 338,device_0001,Kelvin,True,False,heating,,False
sensor_0339,Electricity meter 339,device_0001,kWh,True,True,electricity,,False
sensor_0340,Water meter 340,device_0001,m³,True,False,water,,False
sensor_0341,Water meter 341,device_0001,m³,True,True,water,,False
sensor_0342,Water meter 342,device_0001,m³,True,True,water,,False
sensor_0343,Gas meter 343,device_0001,kWh,True,False,gas,,False
sensor_0344,Heating meter 344,device_0001,kWh,True,True,heating,,False
sensor_0345,Heating meter 345,device_0001,kWh,True,False,heating,,False
sensor_0346,Heating meter 346,device_0001,kWh,True,False,heating,,False
sensor_0347,Heating meter 347,device_0001,kWh,True,True,heating,,False
sensor_0348,Heating meter 348,device_0001,kWh,True,True,heating,,False
sensor_0349,Heating meter 349,device_0001,kWh,True,False,heating,,False
sensor_0350,Chilled water meter 350,device_0001,kWh,True,True,cold,,False
sensor_0351,Chilled water meter 351,device_0001,kWh,True,True,cold,,False
sensor_0352,Electricity meter 352,device_0001,kWh,True,False,electricity,,False
sensor_0353,Chilled water meter 353,device_0001,kWh,True,True,cold,,False
sensor_0354,Electricity meter 354,device_0001,kWh,True,True,electricity,,False
sensor_0355,Electricity meter 355,device_0001,kWh,True,True,electricity,,False
sensor_0356,Water meter 356,device_0001,m³,True,True,water,,False
sensor_0357,Water meter 357,device_0001,m³,True,True,water,,False
sensor_0358,Water meter 358,device_0001,m³,True,True,water,,False
sensor_0359,Water meter 359,device_0001,m³,True,False,water,,False
sensor_0360,Water meter 360,device_0001,m³,True,False,water,,False
sensor_0361,Water meter 361,device_0001,m³,True,True,water,,False
sensor_0362,Water meter 362,device_0001,m³,True,True,water,,False
sensor_0363,Water meter 363,device_0001,m³,True,True,water,,False
sensor_0364,Water meter 364,device_0001,m³,True,False,water,,False
sensor_0365,Water meter 365,device_0001,m³,True,False,water,,False
sensor_0366,Water meter 366,device_0001,m³,True,False,water,,False
sensor_0367,Water meter 367,device_0001,m³,True,False,water,,False
sensor_0368,Water meter 368,device_0001,m³,True,True,water,,False
sensor_0369,Water meter 369,device_0001,kW,True,True,water,,False
sensor_0370,Water meter 370,device_0001,m³,True,False,water,,False
sensor_0371,Electricity meter 371,device_0001,kWh,True,True,electricity,,False
sensor_0372,Electricity meter 372,device_0001,kWh,True,False,electricity,,False
sensor_0373,Electricity meter 373,device_0001,kWh,True,True,electricity,,False
sensor_0374,Electricity meter 374,device_0001,kWh,True,True,electricity,,False
sensor_0375,Electricity meter 375,device_0001,kWh,True,True,electricity,,False
sensor_0376,Electricity meter 376,device_0001,kWh,True,True,electricity,,False
sensor_0377,Electricity meter 377,device_0001,kWh,True,True,electricity,,False
sensor_0378,Electricity meter 378,device_0001,kWh,True,True,electricity,,False
sensor_0379,Electricity meter 379,device_0001,kWh,True,True,electricity,,False
sensor_0380,Electricity meter 380,device_0001,kWh,True,True,electricity,,False
sensor_0381,Water meter 381,device_0001,m³,True,True,water,,False
sensor_0382,Utility meter 382,device_0001,m³,True,True,,,False
sensor_0383,Water meter 383,device_0001,m³,True,True,water,,False
sensor_0384,Electricity meter 384,device_0001,kWh,True,True,electricity,,False
sensor_0385,Electricity meter 385,device_0001,kWh,True,True,electricity,,False
sensor_0386,Water meter 386,device_0001,m³,True,True,water,,False
sensor_0387,Electricity meter 387,device_0001,kWh,True,False,electricity,,False
sensor_0388,Utility meter 388,device_0001,kWh,True,True,,,False
sensor_0389,Electricity meter 389,device_0001,kWh,True,True,electricity,,False
sensor_0390,Electricity meter 390,device_0001,kWh,True,True,electricity,,False
sensor_0391,Electricity meter 391,device_0001,kWh,True,True,electricity,,False
sensor_0392,Electricity meter 392,device_0001,kWh,True,True,electricity,,False
sensor_0393,Electricity meter 393,device_0001,kWh,True,False,electricity,,False
sensor_0394,Electricity meter 394,device_0001,kWh,True,True,electricity,,False
sensor_0395,Electricity meter 395,device_0001,kWh,True,True,electricity,,False
sensor_0396,Electricity meter 396,device_0001,kWh,True,True,electricity,,False
sensor_0397,Electricity meter 397,device_0001,kWh,True,True,electricity,,False
sensor_0398,Water meter 398,device_0001,m³,True,False,water,,False
sensor_0399,Water meter 399,device_0001,m³,True,True,water,,False
sensor_0400,Electricity meter 400,device_0001,kWh,True,True,electricity,,False
sensor_0401,Electricity meter 401,device_0001,kWh,True,True,electricity,,False
sensor_0402,Electricity meter 402,device_0001,kWh,True,True,electricity,,False
sensor_0403,Water meter 403,device_0001,m³,True,True,water,,False
sensor_0404,Electricity meter 404,device_0001,kWh,True,False,electricity,,False
sensor_0405,Electricity meter 405,device_0001,kWh,True,True,electricity,,False
sensor_0406,Electricity meter 406,device_0001,kWh,True,True,electricity,,False
sensor_0407,Water meter 407,device_0001,m³,True,True,water,,False
