sensor_id,source,external_id,external_key,label
sensor_0041,source_system_a,ext_3566,key_3882,Chilled water meter 041
sensor_0042,source_system_a,ext_2750,key_2904,Heating meter 042
sensor_0043,source_system_a,ext_0704,key_1243,Heating meter 043
sensor_0044,source_system_a,ext_2579,key_0185,Heating meter 044
sensor_0045,source_system_a,ext_0180,key_0297,Heating meter 045
sensor_0046,source_system_a,ext_0173,key_0286,Heating meter 046
sensor_0047,source_system_a,ext_3287,key_3089,Heating meter 047
sensor_0048,source_system_a,ext_3574,key_3898,Chilled water meter 048
sensor_0049,source_system_a,ext_2591,key_1437,Chilled water meter 049
sensor_0051,source_system_a,ext_2704,key_0367,Chilled water meter 051
sensor_0052,source_system_a,ext_3255,key_3079,Heating meter 052
sensor_0053,source_system_a,ext_3587,key_3915,Electricity meter 053
sensor_0054,source_system_a,ext_3575,key_3899,Chilled water meter 054
sensor_0055,source_system_a,ext_0674,key_0124,Heating meter 055
sensor_0056,source_system_a,ext_3257,key_3083,Heating meter 056
sensor_0057,source_system_a,ext_0119,key_2249,Heating meter 057
sensor_0058,source_system_a,ext_3261,key_3091,Chilled water meter 058
sensor_0059,source_system_a,ext_2580,key_1707,Heating meter 059
sensor_0060,source_system_a,ext_3488,key_3764,Electricity meter 060
sensor_0061,source_system_a,ext_3503,key_3790,Heating meter 061
sensor_0062,source_system_a,ext_3569,key_3885,Chilled water meter 062
sensor_0063,source_system_a,ext_0696,key_0112,Heating meter 063
sensor_0064,source_system_a,ext_3284,key_3152,Heating meter 064
sensor_0065,source_system_a,ext_4084,key_1861,Chilled water meter 065
sensor_0066,source_system_a,ext_3548,key_3855,Chilled water meter 066
sensor_0067,source_system_a,ext_3579,key_3904,Water meter 067
sensor_0068,source_system_a,ext_0452,key_0042,Heating meter 068
sensor_0069,source_system_a,ext_1967,key_2391,Heating meter 069
sensor_0070,source_system_a,ext_2596,key_2256,Chilled water meter 070
sensor_0071,source_system_a,ext_3580,key_3905,Water meter 071
sensor_0072,source_system_a,ext_0307,key_1458,Chilled water meter 072
sensor_0073,source_system_a,ext_3564,key_3880,Chilled water meter 073
sensor_0074,source_system_a,ext_3265,key_3108,Heating meter 074
sensor_0075,source_system_a,ext_3581,key_3906,Water meter 075
sensor_0076,source_system_a,ext_3263,key_3096,Heating meter 076
sensor_0077,source_system_a,ext_0968,key_2999,Chilled water meter 077
sensor_0078,source_system_a,ext_2041,key_2553,Chilled water meter 078
sensor_0079,source_system_a,ext_3259,key_3087,Chilled water meter 079
sensor_0080,source_system_a,ext_2716,key_1760,Chilled water meter 080
sensor_0081,source_system_a,ext_2597,key_2365,Chilled water meter 081
sensor_0082,source_system_a,ext_0348,key_2223,Chilled water meter 082
sensor_0083,source_system_a,ext_0728,key_2162,Chilled water meter 083
sensor_0084,source_system_a,ext_3295,key_3174,Chilled water meter 084
sensor_0085,source_system_a,ext_3534,key_3834,Heating meter 085
sensor_0086,source_system_a,ext_0682,key_1384,Chilled water meter 086
sensor_0087,source_system_a,ext_2578,key_0194,Heating meter 087
sensor_0088,source_system_a,ext_3270,key_3126,Chilled water meter 088
sensor_0089,source_system_a,ext_4073,key_1484,Heating meter 089
sensor_0090,source_system_a,ext_1178,key_1626,Heating meter 090
sensor_0091,source_system_a,ext_3545,key_3852,Chilled water meter 091
sensor_0092,source_system_a,ext_3582,key_3909,Water meter 092
sensor_0093,source_system_a,ext_3590,key_3917,Electricity meter 093
sensor_0094,source_system_a,ext_3293,key_3170,Heating meter 094
sensor_0095,source_system_a,ext_3529,key_3829,Heating meter 095
sensor_0096,source_system_a,ext_3486,key_3762,Electricity meter 096
sensor_0097,source_system_a,ext_3588,key_3916,Electricity meter 097
sensor_0098,source_system_a,ext_1566,key_0158,Heating meter 098
sensor_0099,source_system_a,ext_3594,key_3921,Electricity meter 099
sensor_0100,source_system_a,ext_3531,key_3831,Heating meter 100
sensor_0101,source_system_a,ext_3274,key_3131,Heating meter 101
sensor_0102,source_system_a,ext_0505,key_1449,Chilled water meter 102
sensor_0103,source_system_a,ext_3547,key_3854,Heating meter 103
sensor_0104,source_system_a,ext_3271,key_3128,Heating meter 104
sensor_0105,source_system_a,ext_2593,key_2263,Chilled water meter 105
sensor_0106,source_system_a,ext_0497,key_0135,Heating meter 106
sensor_0107,source_system_a,ext_2241,key_1374,Heating meter 107
sensor_0108,source_system_a,ext_0967,key_2996,Heating meter 108
sensor_0109,source_system_a,ext_2592,key_2258,Chilled water meter 109
sensor_0110,source_system_a,ext_3565,key_3881,Chilled water meter 110
sensor_0111,source_system_a,ext_3258,key_3085,Chilled water meter 111
sensor_0112,source_system_a,ext_2522,key_1460,Chilled water meter 112
sensor_0113,source_system_a,ext_1582,key_0148,Heating meter 113
sensor_0114,source_system_a,ext_3592,key_3919,Chilled water meter 114
sensor_0115,source_system_a,ext_3573,key_3897,Chilled water meter 115
sensor_0116,source_system_a,ext_2717,key_1669,Heating meter 116
sensor_0117,source_system_a,ext_3256,key_3081,Chilled water meter 117
sensor_0118,source_system_a,ext_0341,key_0050,Heating meter 118
sensor_0119,source_system_a,ext_1468,key_2742,Chilled water meter 119
sensor_0120,source_system_a,ext_3570,key_3886,Chilled water meter 120
sensor_0121,source_system_a,ext_2583,key_0027,Heating meter 121
sensor_0122,source_system_a,ext_0515,key_1251,Heating meter 122
sensor_0123,source_system_a,ext_1838,key_0163,Heating meter 123
sensor_0124,source_system_a,ext_2001,key_0729,Heating meter 124
sensor_0125,source_system_a,ext_2743,key_0673,Heating meter 125
sensor_0126,source_system_a,ext_3556,key_3324,Electricity meter 126
sensor_0127,source_system_a,ext_2203,key_1273,Heating meter 127
sensor_0128,source_system_a,ext_2054,key_0777,Heating meter 128
sensor_0129,source_system_a,ext_2015,key_0742,Heating meter 129
sensor_0130,source_system_a,ext_2047,key_0771,Heating meter 130
sensor_0131,source_system_a,ext_3567,key_3325,Electricity meter 131
sensor_0132,source_system_a,ext_1731,key_3710,Electricity meter 132
sensor_0133,source_system_a,ext_3589,key_3387,Electricity meter 133
sensor_0134,source_system_a,ext_1694,key_3389,Electricity meter 134
sensor_0135,source_system_a,ext_2075,key_0797,Water meter 135
sensor_0136,source_system_a,ext_1801,key_0021,Heating meter 136
sensor_0137,source_system_a,ext_1689,key_3381,Electricity meter 137
sensor_0138,source_system_a,ext_1933,key_0559,Electricity meter 138
sensor_0139,source_system_a,ext_0972,key_3003,Heating meter 139
sensor_0140,source_system_a,ext_2076,key_0798,Water meter 140
sensor_0141,source_system_a,ext_3578,key_3326,Electricity meter 141
sensor_0142,source_system_a,ext_1788,key_0005,Heating meter 142
sensor_0143,source_system_a,ext_2083,key_0922,Electricity meter 143
sensor_0144,source_system_a,ext_2200,key_1269,Heating meter 144
sensor_0146,source_system_a,ext_2084,key_0924,Electricity meter 146
sensor_0147,source_system_a,ext_2053,key_0776,Water meter 147
sensor_0148,source_system_a,ext_2078,key_0800,Heating meter 148
sensor_0149,source_system_a,ext_2044,key_0768,Heating meter 149
sensor_0150,source_system_a,ext_2064,key_0786,Heating meter 150
sensor_0151,source_system_a,ext_1693,key_3388,Electricity meter 151
sensor_0152,source_system_a,ext_2048,key_0772,Water meter 152
sensor_0153,source_system_a,ext_1942,key_0583,Electricity meter 153
sensor_0154,source_system_a,ext_2061,key_0784,Heating meter 154
sensor_0155,source_system_a,ext_1691,key_3383,Electricity meter 155
sensor_0156,source_system_a,ext_1692,key_3384,Electricity meter 156
sensor_0157,source_system_a,ext_2036,key_0761,Heating meter 157
sensor_0158,source_system_a,ext_2032,key_0757,Water meter 158
sensor_0159,source_system_a,ext_2079,key_0801,Water meter 159
sensor_0160,source_system_a,ext_1992,key_0712,Heating meter 160
sensor_0161,source_system_a,ext_2039,key_0764,Heating meter 161
sensor_0162,source_system_a,ext_2072,key_0795,Water meter 162
sensor_0163,source_system_a,ext_1879,key_0255,Heating meter 163
sensor_0164,source_system_a,ext_2409,key_2245,Heating meter 164
sensor_0165,source_system_a,ext_2891,key_2833,Electricity meter 165
sensor_0166,source_system_a,ext_2400,key_2132,Water meter 166
sensor_0167,source_system_a,ext_1883,key_0307,Heating meter 167
sensor_0168,source_system_a,ext_1998,key_0726,Water meter 168
sensor_0169,source_system_a,ext_2045,key_0769,Heating meter 169
sensor_0170,source_system_a,ext_2062,key_0785,Water meter 170
sensor_0171,source_system_a,ext_2398,key_2130,Water meter 171
sensor_0172,source_system_a,ext_2043,key_0767,Water meter 172
sensor_0173,source_system_a,ext_1870,key_0241,Heating meter 173
sensor_0174,source_system_a,ext_2077,key_0799,Water meter 174
sensor_0175,source_system_a,ext_1793,key_0010,Heating meter 175
sensor_0176,source_system_a,ext_2023,key_0749,Water meter 176
sensor_0177,source_system_a,ext_1993,key_0713,Heating meter 177
sensor_0178,source_system_a,ext_2060,key_0783,Water meter 178
sensor_0179,source_system_a,ext_2050,key_0774,Water meter 179
sensor_0180,source_system_a,ext_2026,key_0752,Heating meter 180
sensor_0181,source_system_a,ext_2046,key_0770,Water meter 181
sensor_0182,source_system_a,ext_2245,key_1382,Water meter 182
sensor_0183,source_system_a,ext_1996,key_0716,Water meter 183
sensor_0184,source_system_a,ext_2067,key_0790,Water meter 184
sensor_0185,source_system_a,ext_2280,key_1422,Water meter 185
sensor_0186,source_system_a,ext_2018,key_0745,Heating meter 186
sensor_0187,source_system_a,ext_2402,key_2171,Water meter 187
sensor_0188,source_system_a,ext_2025,key_0751,Water meter 188
sensor_0189,source_system_a,ext_3710,key_2172,Water meter 189
sensor_0190,source_system_a,ext_2003,key_0731,Water meter 190
sensor_0191,source_system_a,ext_0935,key_4527,Utility meter 191
sensor_0192,source_system_a,ext_1875,key_4528,Utility meter 192
sensor_0193,source_system_a,ext_2551,key_4549,Utility meter 193
sensor_0194,source_system_a,ext_2658,key_4548,Utility meter 194
sensor_0195,source_system_a,ext_2763,key_4538,Utility meter 195
sensor_0196,source_system_a,ext_2965,key_4539,Utility meter 196
sensor_0197,source_system_a,ext_3351,key_4529,Utility meter 197
sensor_0198,source_system_a,ext_4316,key_4526,Utility meter 198
sensor_0201,source_system_a,ext_2775,key_2828,Water meter 201
sensor_0202,source_system_a,ext_0235,key_2898,Electricity meter 202
sensor_0203,source_system_a,ext_0645,key_4103,Electricity meter 203
sensor_0204,source_system_a,ext_0657,key_3308,Electricity meter 204
sensor_0205,source_system_a,ext_0668,key_3309,Electricity meter 205
sensor_0206,source_system_a,ext_0678,key_2673,Electricity meter 206
sensor_0207,source_system_a,ext_0688,key_2676,Electricity meter 207
sensor_0208,source_system_a,ext_0699,key_2678,Electricity meter 208
sensor_0209,source_system_a,ext_0710,key_2679,Electricity meter 209
sensor_0210,source_system_a,ext_0721,key_0920,Electricity meter 210
sensor_0211,source_system_a,ext_0763,key_2689,Electricity meter 211
sensor_0212,source_system_a,ext_0765,key_2691,Electricity meter 212
sensor_0213,source_system_a,ext_0776,key_2695,Electricity meter 213
sensor_0214,source_system_a,ext_0796,key_3292,Electricity meter 214
sensor_0215,source_system_a,ext_0800,key_2718,Electricity meter 215
sensor_0216,source_system_a,ext_0806,key_2734,Electricity meter 216
sensor_0217,source_system_a,ext_0817,key_2760,Electricity meter 217
sensor_0218,source_system_a,ext_0828,key_2768,Electricity meter 218
sensor_0219,source_system_a,ext_0839,key_2777,Electricity meter 219
sensor_0220,source_system_a,ext_0850,key_2802,Electricity meter 220
sensor_0221,source_system_a,ext_0861,key_3008,Electricity meter 221
sensor_0222,source_system_a,ext_0871,key_3214,Electricity meter 222
sensor_0223,source_system_a,ext_0971,key_3288,Electricity meter 223
sensor_0224,source_system_a,ext_0980,key_2694,Electricity meter 224
sensor_0225,source_system_a,ext_0990,key_2900,Electricity meter 225
sensor_0226,source_system_a,ext_1001,key_2948,Electricity meter 226
sensor_0227,source_system_a,ext_1012,key_2998,Electricity meter 227
sensor_0228,source_system_a,ext_1121,key_3020,Electricity meter 228
sensor_0229,source_system_a,ext_1144,key_3130,Electricity meter 229
sensor_0230,source_system_a,ext_1152,key_3193,Electricity meter 230
sensor_0231,source_system_a,ext_1161,key_2850,Electricity meter 231
sensor_0232,source_system_a,ext_1170,key_3254,Electricity meter 232
sensor_0233,source_system_a,ext_1180,key_3284,Electricity meter 233
sensor_0234,source_system_a,ext_1201,key_3285,Electricity meter 234
sensor_0235,source_system_a,ext_1212,key_3286,Electricity meter 235
sensor_0236,source_system_a,ext_1223,key_0094,Water meter 236
sensor_0237,source_system_a,ext_1245,key_1436,Water meter 237
sensor_0238,source_system_a,ext_1256,key_1213,Water meter 238
sensor_0240,source_system_a,ext_1277,key_0211,Water meter 240
sensor_0241,source_system_a,ext_1288,key_0212,Water meter 241
sensor_0242,source_system_a,ext_1299,key_0214,Water meter 242
sensor_0243,source_system_a,ext_1310,key_0216,Water meter 243
sensor_0244,source_system_a,ext_1321,key_0230,Water meter 244
sensor_0245,source_system_a,ext_1332,key_2255,Water meter 245
sensor_0246,source_system_a,ext_1905,key_1304,Heating meter 246
sensor_0247,source_system_a,ext_1916,key_1305,Heating meter 247
sensor_0248,source_system_a,ext_1927,key_1306,Heating meter 248
sensor_0249,source_system_a,ext_1936,key_1307,Heating meter 249
sensor_0250,source_system_a,ext_1945,key_1308,Heating meter 250
sensor_0251,source_system_a,ext_1956,key_1309,Heating meter 251
sensor_0252,source_system_a,ext_1978,key_2392,Heating meter 252
sensor_0253,source_system_a,ext_1986,key_2393,Heating meter 253
sensor_0254,source_system_a,ext_1997,key_2394,Heating meter 254
sensor_0255,source_system_a,ext_2008,key_2395,Heating meter 255
sensor_0256,source_system_a,ext_2019,key_2396,Heating meter 256
sensor_0257,source_system_a,ext_2030,key_2397,Heating meter 257
sensor_0258,source_system_a,ext_2052,key_2554,Chilled water meter 258
sensor_0259,source_system_a,ext_2063,key_2555,Chilled water meter 259
sensor_0260,source_system_a,ext_2074,key_2556,Chilled water meter 260
sensor_0261,source_system_a,ext_2086,key_2557,Chilled water meter 261
sensor_0262,source_system_a,ext_2096,key_2558,Chilled water meter 262
sensor_0263,source_system_a,ext_2107,key_2559,Chilled water meter 263
sensor_0264,source_system_a,ext_2157,key_3417,Electricity meter 264
sensor_0265,source_system_a,ext_2167,key_3409,Electricity meter 265
sensor_0266,source_system_a,ext_2177,key_1292,Water meter 266
sensor_0267,source_system_a,ext_2188,key_1281,Water meter 267
sensor_0268,source_system_a,ext_2197,key_1293,Water meter 268
sensor_0269,source_system_a,ext_2205,key_1282,Water meter 269
sensor_0270,source_system_a,ext_2215,key_1290,Water meter 270
sensor_0271,source_system_a,ext_2224,key_2114,Water meter 271
sensor_0272,source_system_a,ext_2244,key_2112,Water meter 272
sensor_0273,source_system_a,ext_2262,key_1291,Water meter 273
sensor_0274,source_system_a,ext_2274,key_2057,Chilled water meter 274
sensor_0275,source_system_a,ext_2286,key_2059,Chilled water meter 275
sensor_0276,source_system_a,ext_2295,key_2060,Chilled water meter 276
sensor_0277,source_system_a,ext_2301,key_2061,Chilled water meter 277
sensor_0278,source_system_a,ext_2312,key_2062,Chilled water meter 278
sensor_0279,source_system_a,ext_2323,key_2063,Chilled water meter 279
sensor_0280,source_system_a,ext_2333,key_2078,Heating meter 280
sensor_0281,source_system_a,ext_2344,key_2079,Heating meter 281
sensor_0282,source_system_a,ext_2355,key_2080,Heating meter 282
sensor_0283,source_system_a,ext_2363,key_2081,Heating meter 283
sensor_0284,source_system_a,ext_2374,key_2082,Heating meter 284
sensor_0285,source_system_a,ext_2385,key_2083,Heating meter 285
sensor_0286,source_system_a,ext_2394,key_2084,Heating meter 286
sensor_0287,source_system_a,ext_2404,key_2071,Heating meter 287
sensor_0288,source_system_a,ext_2414,key_2072,Heating meter 288
sensor_0289,source_system_a,ext_2423,key_2073,Heating meter 289
sensor_0290,source_system_a,ext_2434,key_2074,Heating meter 290
sensor_0291,source_system_a,ext_2445,key_2075,Heating meter 291
sensor_0292,source_system_a,ext_2456,key_2076,Heating meter 292
sensor_0293,source_system_a,ext_2468,key_2077,Heating meter 293
sensor_0294,source_system_a,ext_2476,key_2064,Chilled water meter 294
sensor_0295,source_system_a,ext_2498,key_2066,Chilled water meter 295
sensor_0296,source_system_a,ext_2509,key_2067,Chilled water meter 296
sensor_0297,source_system_a,ext_2513,key_2068,Chilled water meter 297
sensor_0298,source_system_a,ext_2514,key_2069,Chilled water meter 298
sensor_0299,source_system_a,ext_2515,key_2070,Chilled water meter 299
sensor_0300,source_system_a,ext_2516,key_2563,Water meter 300
sensor_0301,source_system_a,ext_2517,key_2561,Water meter 301
sensor_0302,source_system_a,ext_2519,key_2562,Water meter 302
sensor_0303,source_system_a,ext_2520,key_0856,Electricity meter 303
sensor_0304,source_system_a,ext_2521,key_0855,Electricity meter 304
sensor_0305,source_system_a,ext_2523,key_1461,Chilled water meter 305
sensor_0306,source_system_a,ext_2524,key_1462,Chilled water meter 306
sensor_0307,source_system_a,ext_2525,key_1463,Chilled water meter 307
sensor_0308,source_system_a,ext_2526,key_1464,Chilled water meter 308
sensor_0309,source_system_a,ext_2527,key_1465,Chilled water meter 309
sensor_0310,source_system_a,ext_2528,key_1466,Chilled water meter 310
sensor_0311,source_system_a,ext_2530,key_2389,Electricity meter 311
sensor_0312,source_system_a,ext_2531,key_3588,Electricity meter 312
sensor_0313,source_system_a,ext_2532,key_3585,Electricity meter 313
sensor_0314,source_system_a,ext_2533,key_3441,Electricity meter 314
sensor_0315,source_system_a,ext_2534,key_3424,Electricity meter 315
sensor_0316,source_system_a,ext_2535,key_3439,Electricity meter 316
sensor_0317,source_system_a,ext_2536,key_3435,Electricity meter 317
sensor_0318,source_system_a,ext_2537,key_3437,Electricity meter 318
sensor_0319,source_system_a,ext_2538,key_3452,Electricity meter 319
sensor_0320,source_system_a,ext_2539,key_3447,Electricity meter 320
sensor_0321,source_system_a,ext_2541,key_3454,Electricity meter 321
sensor_0322,source_system_a,ext_2542,key_3445,Electricity meter 322
sensor_0323,source_system_a,ext_2543,key_3450,Electricity meter 323
sensor_0324,source_system_a,ext_2544,key_3433,Electricity meter 324
sensor_0325,source_system_a,ext_2545,key_3443,Electricity meter 325
sensor_0326,source_system_a,ext_2546,key_3419,Electricity meter 326
sensor_0327,source_system_a,ext_2547,key_3420,Electricity meter 327
sensor_0328,source_system_a,ext_2548,key_3426,Electricity meter 328
sensor_0329,source_system_a,ext_2549,key_3428,Electricity meter 329
sensor_0330,source_system_a,ext_2554,key_3422,Electricity meter 330
sensor_0331,source_system_a,ext_2555,key_3438,Electricity meter 331
sensor_0332,source_system_a,ext_2556,key_0934,Electricity meter 332
sensor_0333,source_system_a,ext_2557,key_0950,Electricity meter 333
sensor_0334,source_system_a,ext_2558,key_1478,Heating meter 334
sensor_0335,source_system_a,ext_2559,key_1479,Heating meter 335
sensor_0336,source_system_a,ext_2561,key_1481,Heating meter 336
sensor_0337,source_system_a,ext_2562,key_1482,Heating meter 337
sensor_0338,source_system_a,ext_2564,key_1483,Heating meter 338
sensor_0339,source_system_a,ext_2565,key_0845,Electricity meter 339
sensor_0340,source_system_a,ext_2567,key_1969,Water meter 340
sensor_0341,source_system_a,ext_2568,key_1967,Water meter 341
sensor_0342,source_system_a,ext_2569,key_0039,Water meter 342
sensor_0343,source_system_a,ext_2570,key_0364,Gas meter 343
sensor_0344,source_system_a,ext_2571,key_0035,Heating meter 344
sensor_0345,source_system_a,ext_2572,key_0040,Heating meter 345
sensor_0346,source_system_a,ext_2581,key_0199,Heating meter 346
sensor_0347,source_system_a,ext_2582,key_0197,Heating meter 347
sensor_0348,source_system_a,ext_2587,key_0187,Heating meter 348
sensor_0349,source_system_a,ext_2588,key_0178,Heating meter 349
sensor_0350,source_system_a,ext_2589,key_1850,Chilled water meter 350
sensor_0351,source_system_a,ext_2590,key_1852,Chilled water meter 351
sensor_0352,source_system_a,ext_2594,key_0853,Electricity meter 352
sensor_0353,source_system_a,ext_2599,key_0033,Chilled water meter 353
sensor_0354,source_system_a,ext_2601,key_1289,Electricity meter 354
sensor_0355,source_system_a,ext_2602,key_3736,Electricity meter 355
sensor_0356,source_system_a,ext_2603,key_0092,Water meter 356
sensor_0357,source_system_a,ext_2605,key_1435,Water meter 357
sensor_0358,source_system_a,ext_2607,key_1212,Water meter 358
sensor_0359,source_system_a,ext_2608,key_1966,Water meter 359
sensor_0360,source_system_a,ext_2609,key_0213,Water meter 360
sensor_0361,source_system_a,ext_2610,key_0215,Water meter 361
sensor_0362,source_system_a,ext_2611,key_0228,Water meter 362
sensor_0363,source_system_a,ext_2612,key_2254,Water meter 363
sensor_0364,source_system_a,ext_2613,key_0234,Water meter 364
sensor_0365,source_system_a,ext_2614,key_0231,Water meter 365
sensor_0366,source_system_a,ext_2615,key_0320,Water meter 366
sensor_0367,source_system_a,ext_2616,key_0313,Water meter 367
sensor_0368,source_system_a,ext_2618,key_0314,Water meter 368
sensor_0369,source_system_a,ext_2619,key_1335,Water meter 369
sensor_0370,source_system_a,ext_2620,key_0249,Water meter 370
sensor_0371,source_system_a,ext_2621,key_3207,Electricity meter 371
sensor_0372,source_system_a,ext_2622,key_2364,Electricity meter 372
sensor_0373,source_system_a,ext_2623,key_2677,Electricity meter 373
sensor_0374,source_system_a,ext_2624,key_2680,Electricity meter 374
sensor_0375,source_system_a,ext_2625,key_2681,Electricity meter 375
sensor_0376,source_system_a,ext_2626,key_2693,Electricity meter 376
sensor_0377,source_system_a,ext_2627,key_3293,Electricity meter 377
sensor_0378,source_system_a,ext_2629,key_2692,Electricity meter 378
sensor_0379,source_system_a,ext_2630,key_3232,Electricity meter 379
sensor_0380,source_system_a,ext_2631,key_2708,Electricity meter 380
sensor_0381,source_system_a,ext_1876,key_2707,Water meter 381
sensor_0382,source_system_a,ext_0058,key_1822,Utility meter 382
sensor_0383,source_system_a,ext_0090,key_2261,Water meter 383
sensor_0384,source_system_a,ext_0463,key_2273,Electricity meter 384
sensor_0385,source_system_a,ext_0471,key_2274,Electricity meter 385
sensor_0386,source_system_a,ext_1408,key_2388,Water meter 386
sensor_0387,source_system_a,ext_1479,key_3950,Electricity meter 387
sensor_0388,source_system_a,ext_1480,key_3956,Utility meter 388
sensor_0389,source_system_a,ext_1481,key_0909,Electricity meter 389
sensor_0390,source_system_a,ext_1650,key_3403,Electricity meter 390
sensor_0391,source_system_a,ext_1661,key_3402,Electricity meter 391
sensor_0392,source_system_a,ext_1717,key_3399,Electricity meter 392
sensor_0393,source_system_a,ext_1724,key_3400,Electricity meter 393
sensor_0394,source_system_a,ext_1735,key_3398,Electricity meter 394
sensor_0395,source_system_a,ext_1755,key_3396,Electricity meter 395
sensor_0396,source_system_a,ext_1851,key_3431,Electricity meter 396
sensor_0397,source_system_a,ext_1777,key_0543,Electricity meter 397
sensor_0398,source_system_a,ext_0049,key_2387,Water meter 398
sensor_0399,source_system_a,ext_0079,key_2262,Water meter 399
sensor_0400,source_system_a,ext_1419,key_1650,Electricity meter 400
sensor_0401,source_system_a,ext_1672,key_3404,Electricity meter 401
sensor_0402,source_system_a,ext_1744,key_3397,Electricity meter 402
sensor_0403,source_system_a,ext_0110,key_0157,Water meter 403
sensor_0404,source_system_a,ext_0451,key_2272,Electricity meter 404
sensor_0405,source_system_a,ext_1460,key_3922,Electricity meter 405
sensor_0406,source_system_a,ext_1706,key_3407,Electricity meter 406
sensor_0407,source_system_a,ext_0118,key_0147,Water meter 407
sensor_0408,source_system_a,ext_1471,key_3934,Electricity meter 408
sensor_0409,source_system_a,ext_1684,key_3405,Electricity meter 409
sensor_0410,source_system_a,ext_1766,key_1645,Electricity meter 410
sensor_0411,source_system_a,ext_2632,key_2752,Electricity meter 411
sensor_0412,source_system_a,ext_2633,key_2788,Electricity meter 412
sensor_0413,source_system_a,ext_2634,key_0927,Electricity meter 413
sensor_0414,source_system_a,ext_2635,key_2696,Electricity meter 414
sensor_0415,source_system_a,ext_2636,key_0918,Electricity meter 415
sensor_0416,source_system_a,ext_2637,key_0919,Electricity meter 416
sensor_0417,source_system_a,ext_2638,key_2888,Electricity meter 417
sensor_0418,source_system_a,ext_2639,key_0917,Electricity meter 418
sensor_0419,source_system_a,ext_2640,key_2892,Electricity meter 419
sensor_0420,source_system_a,ext_2641,key_0928,Electricity meter 420
sensor_0421,source_system_a,ext_2643,key_0921,Electricity meter 421
sensor_0422,source_system_a,ext_2644,key_4024,Electricity meter 422
sensor_0423,source_system_a,ext_2645,key_3173,Electricity meter 423
sensor_0424,source_system_a,ext_2646,key_2672,Electricity meter 424
sensor_0425,source_system_a,ext_2647,key_3279,Electricity meter 425
sensor_0426,source_system_a,ext_2648,key_3287,Electricity meter 426
sensor_0427,source_system_a,ext_2649,key_2674,Electricity meter 427
sensor_0428,source_system_a,ext_2650,key_4054,Electricity meter 428
sensor_0429,source_system_a,ext_2651,key_2913,Electricity meter 429
sensor_0430,source_system_a,ext_2652,key_0980,Electricity meter 430
sensor_0431,source_system_a,ext_2653,key_3243,Electricity meter 431
sensor_0432,source_system_a,ext_2654,key_4062,Electricity meter 432
sensor_0433,source_system_a,ext_2655,key_3755,Electricity meter 433
sensor_0434,source_system_a,ext_2656,key_0377,Electricity meter 434
sensor_0435,source_system_a,ext_2657,key_3756,Electricity meter 435
